skuCode,name,brand,businessCategory,functionCategory,productKind,classificationStatus,classificationMethod,seriesId,seriesMatch,reviewRequired,reviewReasons,legacyProductType,legacyMainCategory,legacyCategory
YMH-T49-2,RH 塑鋼臼齒單顆綜合(孔) A2-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T49-3,RH 塑鋼臼齒單顆綜合(孔) A2-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T50-1,RH 塑鋼臼齒單顆綜合(孔) A3-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T50-2,RH 塑鋼臼齒單顆綜合(孔) A3-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T50-3,RH 塑鋼臼齒單顆綜合(孔) A3-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T51-1,RH 塑鋼臼齒單顆綜合(孔) A3.5-28 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T51-2,RH 塑鋼臼齒單顆綜合(孔) A3.5-30 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T51-3,RH 塑鋼臼齒單顆綜合(孔) A3.5-32 (16包),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T54-1,RH 塑鋼臼齒單顆(孔) A3-28 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T54-2,RH 塑鋼臼齒單顆(孔) A3-30 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T54-3,RH 塑鋼臼齒單顆(孔) A3-32 (20顆),YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T55-1,Soluute PX 塑鋼牙A2-28,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T55-1-28L,Soluute PX 塑鋼牙A2-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T55-1-28U,Soluute PX 塑鋼牙A2-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-1,Soluute PX 塑鋼牙A3-28,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-1-28L,Soluute PX 塑鋼牙A3-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-1-28U,Soluute PX 塑鋼牙A3-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-2,Soluute PX 塑鋼牙A3-30,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-2-30L,Soluute PX 塑鋼牙A3-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-2-30U,Soluute PX 塑鋼牙A3-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-3,Soluute PX 塑鋼牙A3-32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-3-32L,Soluute PX 塑鋼牙A3-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T56-3-32U,Soluute PX 塑鋼牙A3-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-28L,EFUCERA PX 塑鋼牙A2-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-28U,EFUCERA PX 塑鋼牙A2-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-30L,EFUCERA PX 塑鋼牙A2-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-30U,EFUCERA PX 塑鋼牙A2-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-32L,EFUCERA PX 塑鋼牙A2-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-32U,EFUCERA PX 塑鋼牙A2-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-34L,EFUCERA PX 塑鋼牙A2-34下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-34U,EFUCERA PX 塑鋼牙A2-34上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-36L,EFUCERA PX 塑鋼牙A2-36下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A2-36U,EFUCERA PX 塑鋼牙A2-36上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-28L,EFUCERA PX 塑鋼牙A3-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-28U,EFUCERA PX 塑鋼牙A3-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-30L,EFUCERA PX 塑鋼牙A3-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-30U,EFUCERA PX 塑鋼牙A3-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-32L,EFUCERA PX 塑鋼牙A3-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-32U,EFUCERA PX 塑鋼牙A3-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-34L,EFUCERA PX 塑鋼牙A3-34下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-34U,EFUCERA PX 塑鋼牙A3-34上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-36L,EFUCERA PX 塑鋼牙A3-36下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3-36U,EFUCERA PX 塑鋼牙A3-36上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-28L,EFUCERA PX 塑鋼牙A3.5-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-28U,EFUCERA PX 塑鋼牙A3.5-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-30L,EFUCERA PX 塑鋼牙A3.5-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-30U,EFUCERA PX 塑鋼牙A3.5-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-32L,EFUCERA PX 塑鋼牙A3.5-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-32U,EFUCERA PX 塑鋼牙A3.5-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-34L,EFUCERA PX 塑鋼牙A3.5-34下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-34U,EFUCERA PX 塑鋼牙A3.5-34上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-36L,EFUCERA PX 塑鋼牙A3.5-36下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A3.5-36U,EFUCERA PX 塑鋼牙A3.5-36上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-28L,EFUCERA PX 塑鋼牙A4-28下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-28U,EFUCERA PX 塑鋼牙A4-28上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-30L,EFUCERA PX 塑鋼牙A4-30下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-30U,EFUCERA PX 塑鋼牙A4-30上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-32L,EFUCERA PX 塑鋼牙A4-32下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-32U,EFUCERA PX 塑鋼牙A4-32上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-34L,EFUCERA PX 塑鋼牙A4-34下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-34U,EFUCERA PX 塑鋼牙A4-34上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-36L,EFUCERA PX 塑鋼牙A4-36下,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T57-A4-36U,EFUCERA PX 塑鋼牙A4-36上,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2,Crown PX 塑鋼前齒-A2,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-C41,Crown PX 塑鋼前齒-A2-C41,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-C41-1,Crown PX 塑鋼前齒-A2-C41-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-C42,Crown PX 塑鋼前齒-A2-C42,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-C51,Crown PX 塑鋼前齒-A2-C51,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-C61,Crown PX 塑鋼前齒-A2-C61,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N31,Crown PX 塑鋼前齒-A2-N31,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N31S,Crown PX 塑鋼前齒-A2-N31S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N32,Crown PX 塑鋼前齒-A2-N32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N32-1,Crown PX 塑鋼前齒-A2-N32-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-N41,Crown PX 塑鋼前齒-A2-N41,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N42,Crown PX 塑鋼前齒-A2-N42,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N61S,Crown PX 塑鋼前齒-A2-N61S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N61S-1,Crown PX 塑鋼前齒-A2-N61S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-N71L,Crown PX 塑鋼前齒-A2-N71L,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N81,Crown PX 塑鋼前齒-A2-N81,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-N81-1,Crown PX 塑鋼前齒-A2-N81-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-O31S,Crown PX 塑鋼前齒-A2-O31S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-O31S-1,Crown PX 塑鋼前齒-A2-O31S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-O41,Crown PX 塑鋼前齒-A2-O41,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-O41-1,Crown PX 塑鋼前齒-A2-O41-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-O51S,Crown PX 塑鋼前齒-A2-O51S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-O51S-1,Crown PX 塑鋼前齒-A2-O51S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-O61S,Crown PX 塑鋼前齒-A2-O61S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-O61S-1,Crown PX 塑鋼前齒-A2-O61S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-S41S,Crown PX 塑鋼前齒-A2-S41S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S41S-1,Crown PX 塑鋼前齒-A2-S41S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-S42S,Crown PX 塑鋼前齒-A2-S42S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S42S-1,Crown PX 塑鋼前齒-A2-S42S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-S43S,Crown PX 塑鋼前齒-A2-S43S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S43S-1,Crown PX 塑鋼前齒-A2-S43S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-S44S,Crown PX 塑鋼前齒-A2-S44S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S51,Crown PX 塑鋼前齒-A2-S51,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S51-1,Crown PX 塑鋼前齒-A2-S51-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A2-S51S,Crown PX 塑鋼前齒-A2-S51S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S52S,Crown PX 塑鋼前齒-A2-S52S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S61S,Crown PX 塑鋼前齒-A2-S61S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S71,Crown PX 塑鋼前齒-A2-S71,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-S81,Crown PX 塑鋼前齒-A2-S81,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-T41,Crown PX 塑鋼前齒-A2-T41,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-T41S,Crown PX 塑鋼前齒-A2-T41S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-T51,Crown PX 塑鋼前齒-A2-T51,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-T51S,Crown PX 塑鋼前齒-A2-T51S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-T61,Crown PX 塑鋼前齒-A2-T61,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A2-T61S,Crown PX 塑鋼前齒-A2-T61S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3,Crown PX 塑鋼前齒-A3,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-C41,Crown PX 塑鋼前齒-A3-C41,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-C41-1,Crown PX 塑鋼前齒-A3-C41-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-C42,Crown PX 塑鋼前齒-A3-C42,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-C51,Crown PX 塑鋼前齒-A3-C51,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-C61,Crown PX 塑鋼前齒-A3-C61,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N31,Crown PX 塑鋼前齒-A3-N31,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N31-1,Crown PX 塑鋼前齒-A3-N31-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N31S,Crown PX 塑鋼前齒-A3-N31S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N31S-1,Crown PX 塑鋼前齒-A3-N31S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N32,Crown PX 塑鋼前齒-A3-N32,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N32-1,Crown PX 塑鋼前齒-A3-N32-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N41,Crown PX 塑鋼前齒-A3-N41,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N41-1,Crown PX 塑鋼前齒-A3-N41-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N42,Crown PX 塑鋼前齒-A3-N42,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N42-1,Crown PX 塑鋼前齒-A3-N42-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N61S,Crown PX 塑鋼前齒-A3-N61S,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N61S-1,Crown PX 塑鋼前齒-A3-N61S-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N71L,Crown PX 塑鋼前齒-A3-N71L,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N71L-1,Crown PX 塑鋼前齒-A3-N71L-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
YMH-T60-A3-N81,Crown PX 塑鋼前齒-A3-N81,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,YMH-CROWNPX,exact_unique,false,,材料,材料,塑鋼牙
YMH-T60-A3-N81-1,Crown PX 塑鋼前齒-A3-N81-1,YAMAHACHI,removable-prosthetics,acrylic-teeth,material,approved_rule,legacy_category_rule,,unmatched,false,,材料,材料,塑鋼牙
